real_part,imag_part
-1.3230226799553986,1.5247767571215771
-1.3230226799553986,-1.5247767571215771
-1.7624915417232394,0.9322870915765425
-1.7624915417232394,-0.9322870915765425
-1.684208445274309,1.0817398946395473
-1.684208445274309,-1.0817398946395473
-1.4309841596103574,1.3900011994654131
-1.4309841596103574,-1.3900011994654131
-1.714312461542739,1.007067250964239
-1.714312461542739,-1.007067250964239
-1.6985646356942592,1.0336375595255713
-1.6985646356942592,-1.0336375595255713
-1.6490185602645298,1.1000168311795222
-1.6490185602645298,-1.1000168311795222
-1.3597509156732142,1.448505993963885
-1.3597509156732142,-1.448505993963885
-1.462689033426397,1.3345850707228122
-1.462689033426397,-1.3345850707228122
-1.5282460285949413,1.2560422739657264
-1.5282460285949413,-1.2560422739657264
-1.5654179266824042,1.2034233606156193
-1.5654179266824042,-1.2034233606156193
-1.0718483441115663,1.6880618701618524
-1.0718483441115663,-1.6880618701618524
1.3613945702628132,1.5188586195751763
1.3613945702628132,-1.5188586195751763
-0.5311892618274006,1.9407021884683118
-0.5311892618274006,-1.9407021884683118
-1.577042310389434,1.167912477802739
-1.577042310389434,-1.167912477802739
-1.3649563982003086,1.4219769052084978
-1.3649563982003086,-1.4219769052084978
-1.7376283824022587,0.9227265480603442
-1.7376283824022587,-0.9227265480603442
-1.301910656886194,1.475815273306607
-1.301910656886194,-1.475815273306607
-1.4813028506971482,1.2763394928016467
-1.4813028506971482,-1.2763394928016467
-1.172665838318558,1.595206461326387
-1.172665838318558,-1.595206461326387
-0.3648104383996497,1.9723118434601576
-0.3648104383996497,-1.9723118434601576
-1.4176921769038278,1.3416584328747199
-1.4176921769038278,-1.3416584328747199
-1.2270247735147914,1.5435760167689176
-1.2270247735147914,-1.5435760167689176
-0.10384710052897575,2.0017287577992056
-0.10384710052897575,-2.0017287577992056
-0.9408078874488631,1.7457814413899717
-0.9408078874488631,-1.7457814413899717
-1.2800135672865296,1.484369609317579
-1.2800135672865296,-1.484369609317579
-1.3709912379292688,1.382214822689581
-1.3709912379292688,-1.382214822689581
-0.8245864128383007,1.808633447205365
-0.8245864128383007,-1.808633447205365
-0.23245650127967027,1.9799122086906196
-0.23245650127967027,-1.9799122086906196
-0.30566497384794167,1.9684307967164962
-0.30566497384794167,-1.9684307967164962
-0.6185886965158938,1.8829524496559962
-0.6185886965158938,-1.8829524496559962
0.43760028436543846,1.9594749428384137
0.43760028436543846,-1.9594749428384137
0.1975831985502854,1.9906742183361932
0.1975831985502854,-1.9906742183361932
0.3734857376864896,1.9684644850601947
0.3734857376864896,-1.9684644850601947
1.2786186451489265,1.5407235990735972
1.2786186451489265,-1.5407235990735972
1.1604191886677464,1.6308438497422355
1.1604191886677464,-1.6308438497422355
1.4218716268691096,1.393642681518035
1.4218716268691096,-1.393642681518035
0.9269738224477944,1.7660517749771003
0.9269738224477944,-1.7660517749771003
2.0142346378708527,0.0
1.9099502867943179,0.6201220571765799
1.9099502867943179,-0.6201220571765799
1.5938941637676187,1.1952335468099704
1.5938941637676187,-1.1952335468099704
1.5578868948381208,1.232807209353581
1.5578868948381208,-1.232807209353581
1.679087599610415,1.075640427183162
1.679087599610415,-1.075640427183162
1.973966425393579,0.40338532774042785
1.973966425393579,-0.40338532774042785
0.9781510444379495,1.7320045619283482
0.9781510444379495,-1.7320045619283482
1.3028085741003967,1.4842338971020146
1.3028085741003967,-1.4842338971020146
1.78346870386321,0.9005226708163974
1.78346870386321,-0.9005226708163974
1.4093060565448154,1.3705892579322414
1.4093060565448154,-1.3705892579322414
1.4274314523935017,1.351478076888809
1.4274314523935017,-1.351478076888809
1.499106715701724,1.272042069817758
1.499106715701724,-1.272042069817758
1.6522189858732794,1.0976808950700458
1.6522189858732794,-1.0976808950700458
0.778636369612316,1.8349442346167324
0.778636369612316,-1.8349442346167324
1.5443190691586972,1.2210527395529356
1.5443190691586972,-1.2210527395529356
1.0075702339352475,1.7052554536611575
1.0075702339352475,-1.7052554536611575
1.7351013420705597,0.9641495010532588
1.7351013420705597,-0.9641495010532588
1.2195901308590047,1.5441554415156806
1.2195901308590047,-1.5441554415156806
1.9890526682690655,0.26373841205940585
1.9890526682690655,-0.26373841205940585
-1.155277245208363,1.5770132644365997
-1.155277245208363,-1.5770132644365997
1.3463275002859076,1.4234755063079731
1.3463275002859076,-1.4234755063079731
-1.053558299176047,1.6485497767477801
-1.053558299176047,-1.6485497767477801
1.863383171253409,0.7130244341826023
1.863383171253409,-0.7130244341826023
-1.1912980527369077,1.544545114616647
-1.1912980527369077,-1.544545114616647
0.8397588454687591,1.797460168259798
0.8397588454687591,-1.797460168259798
1.5744743054194812,1.1729720396886745
1.5744743054194812,-1.1729720396886745
0.7341263337720829,1.8475488461384102
0.7341263337720829,-1.8475488461384102
1.8062370521390219,0.8155951200323356
1.8062370521390219,-0.8155951200323356
-1.3184521373837503,1.416217108838446
-1.3184521373837503,-1.416217108838446
-0.9736656607288825,1.693608270560674
-0.9736656607288825,-1.693608270560674
1.594867066869781,1.1404968034841747
1.594867066869781,-1.1404968034841747
1.9883596893825577,0.08454042178811408
